"","day","temp","crime_data_count"
"557",3,81.2,0.613652357494722
"558",4,72.9,0.622800844475721
"559",5,71.8,0.66643209007741
"560",6,74.3,0.66643209007741
"561",7,78.3,0.665728360309641
"562",1,79.8,0.716396903589022
"563",2,81,0.638282899366643
"564",3,85.2,0.655876143560873
"565",4,85.2,0.647431386347643
"566",5,86.4,0.636171710063336
"567",6,80,0.646023926812104
"568",7,76.2,0.653764954257565
"569",1,76.3,0.705137227304715
"570",2,74.9,0.650950035186488
"571",3,66.3,0.678395496129486
"572",4,68.2,0.646023926812104
"573",5,69.1,0.697396199859254
"574",6,62.4,0.629838142153413
"575",7,59.8,0.604503870513723
"576",1,65.3,0.627023223082336
"577",2,66.3,0.627023223082336
"578",3,67.6,0.593244194229416
"579",4,70,0.724137931034483
"580",5,72.1,0.681914144968332
"581",6,73.8,0.684729064039409
"582",7,68.6,0.648838845883181
"583",1,66.2,0.600281491907108
"584",2,71.8,0.636875439831105
"585",3,78.9,0.661505981703026
"586",4,71.6,0.64109781843772
"587",5,71.7,0.694581280788177
"588",6,74,0.717100633356791
"589",7,71.3,0.630541871921182
"590",1,74.2,0.691766361717101
"591",2,67,0.633356790992259
"592",3,63.7,0.620689655172414
"593",4,64.2,0.650246305418719
"594",5,69.3,0.650950035186488
"595",6,70.6,0.664320900774103
"596",7,71.8,0.620689655172414
"597",1,72.2,0.660098522167488
"598",2,77.2,0.676988036593948
"599",3,79.4,0.608022519352569
"600",4,75.1,0.637579169598874
"601",5,72.6,0.638282899366643
"602",6,72.7,0.662209711470795
"603",7,76.9,0.667839549612949
"604",1,80.3,0.662913441238564
"605",2,84.3,0.622800844475721
"606",3,81,0.634764250527797
"607",4,77,0.613652357494722
"608",5,80.3,0.657283603096411
"609",6,72.9,0.574243490499648
"610",7,74.4,0.785362420830401
"611",1,72,0.653061224489796
"612",2,66.2,0.614356087262491
"613",3,69.5,0.590429275158339
"614",4,71.5,0.653061224489796
"615",5,69.2,0.631245601688951
"616",6,76.3,0.648135116115412
"617",7,74.8,0.609429978888107
"618",1,78.2,0.610837438423645
"619",2,86.8,0.644616467276566
"620",3,82.7,0.613652357494722
"621",4,75,0.603096410978184
"622",5,61.8,0.62420830401126
"623",6,59,0.583391977480647
"624",7,59,0.587614356087263
"625",1,58.9,0.546094299788881
"626",2,58.8,0.58972554539057
"627",3,67.7,0.600985221674877
"628",4,72.6,0.599577762139338
"629",5,72.6,0.665728360309641
"630",6,60.5,0.636171710063336
"631",7,56.9,0.532723434201267
"632",1,57.6,0.597466572836031
"633",2,60.1,0.648135116115412
"634",3,61.5,0.62350457424349
"635",4,63.1,0.602392681210415
"636",5,65.9,0.679099225897255
"637",6,68,0.64954257565095
"638",7,65.3,0.533427163969036
"639",1,59.6,0.586206896551724
"640",2,66.9,0.774806474313864
"641",3,70.1,0.611541168191414
"642",4,67.6,0.604503870513723
"643",5,69.5,0.61505981703026
"644",6,69.3,0.599577762139338
"645",7,59.7,0.522871217452498
"646",1,52.8,0.54679802955665
"647",2,58.5,0.56368754398311
"648",3,59.9,0.619985925404645
"649",4,60.6,0.602392681210415
"650",5,63.6,0.612948627726953
"651",6,62.4,0.577762139338494
"652",7,55,0.548205489092189
"653",1,53.6,0.551020408163265
"654",2,57.2,0.551020408163265
"655",3,52,0.56439127375088
"656",4,50.1,0.547501759324419
"657",5,44.6,0.589021815622801
"658",6,47.1,0.547501759324419
"659",7,47.2,0.568613652357495
"660",1,49.8,0.548205489092189
"661",2,35.9,0.527797325826882
"662",3,38,0.528501055594652
"663",4,39,0.539057002111189
"664",5,38.5,0.593244194229416
"665",6,47.4,0.524278676988037
"666",7,42.2,0.527797325826882
"667",1,44.7,0.591133004926108
"668",2,47.4,0.598874032371569
"669",3,52.1,0.584799437016186
"670",4,61.3,0.648135116115412
"671",5,47.3,0.712878254750176
"672",6,43.7,0.546094299788881
"673",7,42.4,0.561576354679803
"674",1,47.9,0.584095707248417
"675",2,52.7,0.582688247712878
"676",3,52,0.552427867698804
"677",4,37.5,0.543279380717804
"678",5,37,0.608022519352569
"679",6,49.3,0.543983110485574
"680",7,43.1,0.52990851513019
"681",1,41.9,0.482758620689655
"682",2,27.3,0.484166080225194
"683",3,27.8,0.58128078817734
"684",4,38.4,0.539057002111189
"685",5,43.5,0.657283603096411
"686",6,47.1,0.536945812807882
"687",7,60.1,0.520760028149191
"688",1,41.1,0.603800140745954
"689",2,33.1,0.5981703026038
"690",3,35.7,0.611541168191414
"691",4,44.3,0.608022519352569
"692",5,40,0.599577762139338
"693",6,25.3,0.472906403940887
"694",7,17.9,0.450387051372273
"695",1,25.9,0.47853624208304
"696",2,31.1,0.584799437016186
"697",3,20.8,0.515833919774807
"698",4,26.5,0.399014778325123
"699",5,25.3,0.567909922589726
"700",6,36,0.524982406755806
"701",7,37.1,0.617171006333568
"702",1,36.5,0.55594651653765
"703",2,40.9,0.602392681210415
"704",3,49.9,0.610133708655876
"705",4,35.1,0.537649542575651
"706",5,20,0.510204081632653
"707",6,14,0.456720619282196
"708",7,19,0.429275158339198
"709",1,21.6,0.443349753694581
"710",2,8.8,0.446868402533427
"711",3,16,0.457424349049965
"712",4,6.2,0.465165376495426
"713",5,21.3,0.562280084447572
"714",6,30.2,0.459535538353272
"715",7,18.8,0.443349753694581
"716",1,13,0.497536945812808
"717",2,22.4,0.532019704433498
"718",3,24.7,0.536945812807882
"719",4,35.2,0.561576354679803
"720",5,34.8,0.604503870513723
"721",6,32.4,0.551724137931034
"722",7,32.6,0.530612244897959
"723",1,19.6,0.477832512315271
"724",2,3.6,0.381421534130894
"726",4,23.2,0.425052779732583
"727",5,32.7,0.517241379310345
"728",6,40.2,0.52146375791696
"729",7,35.4,0.505277973258269
"730",1,9.6,0.450387051372273
"731",2,7.8,0.394792399718508
"732",3,15.8,1
"734",5,4.3,0.466390041493776
"735",6,23.7,0.478838174273859
"739",3,2.7,0.496265560165975
"740",4,7.9,0.50954356846473
"741",5,30.1,0.526970954356846
"742",6,37,0.542738589211618
"743",7,32.9,0.570124481327801
"744",1,41.3,0.631535269709544
"745",2,29.9,0.570954356846473
"746",3,19.8,0.618257261410788
"747",4,25.1,0.570954356846473
"748",5,17.8,0.619087136929461
"749",6,15.1,0.550207468879668
"750",7,18.7,0.537759336099585
"751",1,32.8,0.576763485477178
"752",2,10.4,0.489626556016597
"753",3,6.1,0.517842323651452
"754",4,3.4,0.518672199170125
"755",5,5.3,0.570954356846473
"756",6,23,0.562655601659751
"757",7,14.7,0.493775933609959
"758",1,4.8,0.453112033195021
"759",2,-5.2,0.493775933609959
"760",3,7.8,0.604149377593361
"761",4,23.9,0.624066390041494
"762",5,24,0.617427385892116
"763",6,25.2,0.654771784232365
"764",7,18.6,0.481327800829876
"765",1,7.9,0.561825726141079
"766",2,15.1,0.535269709543568
"767",3,23.3,0.463900414937759
"768",4,6.7,0.507053941908714
"769",5,2.3,0.575103734439834
"770",6,10.3,0.501244813278008
"771",7,14.1,0.537759336099585
"772",1,5.5,0.514522821576763
"773",2,3.5,0.493775933609959
"774",3,7.7,0.502904564315353
"775",4,22,0.532780082987552
"776",5,19.6,0.577593360995851
"777",6,14.7,0.530290456431535
"778",7,20.4,0.485477178423237
"779",1,23.8,0.496265560165975
"780",2,31,0.52448132780083
"781",3,38.1,0.589211618257261
"782",4,35.6,0.537759336099585
"783",5,33.9,0.595850622406639
"784",6,27.7,0.536929460580913
"785",7,22.7,0.523651452282158
"786",1,18.3,0.526970954356846
"787",2,18.5,0.539419087136929
"788",3,7.6,0.549377593360996
"789",4,11,0.508713692946058
"790",5,11.7,0.580912863070539
"791",6,24.6,0.611618257261411
"792",7,10.5,0.457261410788382
"793",1,6.7,0.492946058091286
"794",2,16.1,0.520331950207469
"795",3,21.4,0.528630705394191
"796",4,22.1,0.548547717842324
"797",5,28.6,0.628215767634855
"798",6,32.9,0.567634854771784
"799",7,27.1,0.515352697095436
"800",1,44.4,0.676348547717842
"801",2,43.7,0.579253112033195
"802",3,30.8,0.547717842323652
"803",4,21.5,0.595850622406639
"804",5,42.6,0.686307053941909
"805",6,36.8,0.700414937759336
"806",7,24.2,0.529460580912863
"807",1,26.2,0.5850622406639
"808",2,37.2,0.678838174273859
"809",3,43.5,0.631535269709544
"810",4,36.9,0.649792531120332
"811",5,41.1,0.664730290456432
"812",6,41.7,0.611618257261411
"813",7,27.2,0.536929460580913
"814",1,25.6,0.578423236514523
"815",2,27.4,0.580912863070539
"816",3,25.7,0.600829875518672
"817",4,38.7,0.596680497925311
"818",5,43.6,0.652282157676349
"819",6,35.6,0.639834024896266
"820",7,37.9,0.611618257261411
"821",1,52.1,0.610788381742739
"822",2,46.3,0.766804979253112
"823",3,41.3,0.601659751037344
"824",4,38.1,0.593360995850622
"825",5,39.9,0.673029045643154
"826",6,40,0.624066390041494
"827",7,42,0.588381742738589
"828",1,45.5,0.632365145228216
"829",2,50.2,0.620746887966805
"830",3,48.6,0.643983402489627
"831",4,58.2,0.673029045643154
"832",5,54.8,0.651452282157676
"833",6,62.7,0.723651452282158
"834",7,62.3,0.564315352697095
"835",1,46,0.571784232365145
"836",2,31.4,0.620746887966805
